tweet,sentiment,followers,following,id,topic
Unacceptable behavior. #Boycott #Mad #Climate 534,angry,330,133,983,Climate
What do you think? #Question #Poll #Apple 995,neutral,586,1551,984,Apple
Scary news coming out. #Fear #Alert #Politics 245,angry,26,3280,985,Politics
I love this update! #Amazing #Tech #Climate 156,angry,38,1063,986,Climate
I am worried about the future. #Uncertainty #Risk #Climate 62,fear,207,1550,987,Climate
Best purchase ever. #Recommended #LoveIt #Climate 395,happy,609,946,988,Climate
Just checking in. #Update #News #Climate 61,neutral,366,1569,989,Climate
Scary news coming out. #Fear #Alert #Samsung 755,fear,400,294,990,Samsung
I love this update! #Amazing #Tech #Politics 222,happy,100,839,991,Politics
What do you think? #Question #Poll #Apple 96,neutral,21,4466,992,Apple
I am worried about the future. #Uncertainty #Risk #Politics 250,fear,1797,1044,993,Politics
Unacceptable behavior. #Boycott #Mad #Politics 825,angry,1914,269,994,Politics
Is my data safe? #Privacy #Hack #Apple 871,fear,309,1219,995,Apple
I love this update! #Amazing #Tech #Crypto 110,happy,368,618,996,Crypto
Best purchase ever. #Recommended #LoveIt #Climate 701,happy,46,4594,997,Climate
Unacceptable behavior. #Boycott #Mad #Crypto 851,angry,46,3367,998,Crypto
Interesting article. #Read #Info #Tesla 477,neutral,494,658,999,Tesla
Scary news coming out. #Fear #Alert #Tesla 507,angry,27,2606,1000,Tesla
Unacceptable behavior. #Boycott #Mad #Apple 761,angry,1106,178,1001,Apple
Unacceptable behavior. #Boycott #Mad #Tesla 725,angry,42,3048,1002,Tesla
Is my data safe? #Privacy #Hack #Politics 497,fear,1775,490,1003,Politics
Link in bio. #Link #Profile #Apple 280,neutral,1068,247,1004,Apple
This feature is a game changer. #Innovation #Future #Politics 133,happy,1493,607,1005,Politics
Finally some good news! #Winning #Happy #Samsung 163,angry,20,1988,1006,Samsung
Best purchase ever. #Recommended #LoveIt #Samsung 418,happy,1918,1206,1007,Samsung
I am worried about the future. #Uncertainty #Risk #Samsung 260,fear,1821,295,1008,Samsung
Worst experience ever. #Scam #Refund #Politics 87,angry,30,1141,1009,Politics
This feature is a game changer. #Innovation #Future #Politics 853,happy,999,733,1010,Politics
This is terrible service. #Fail #Angry #Politics 156,angry,46,1086,1011,Politics
Is my data safe? #Privacy #Hack #Samsung 792,fear,1667,1675,1012,Samsung
Worst experience ever. #Scam #Refund #Tesla 733,angry,31,2237,1013,Tesla
Best purchase ever. #Recommended #LoveIt #Crypto 33,happy,966,494,1014,Crypto
Is my data safe? #Privacy #Hack #Samsung 623,fear,1776,1940,1015,Samsung
What do you think? #Question #Poll #Politics 196,neutral,585,1256,1016,Politics
I love this update! #Amazing #Tech #Apple 219,happy,1596,297,1017,Apple
I am worried about the future. #Uncertainty #Risk #Tesla 958,fear,709,840,1018,Tesla
Finally some good news! #Winning #Happy #Apple 884,happy,788,1191,1019,Apple
I love this update! #Amazing #Tech #Crypto 148,happy,1147,312,1020,Crypto
Finally some good news! #Winning #Happy #Apple 598,happy,1861,1038,1021,Apple
Unacceptable behavior. #Boycott #Mad #Climate 156,angry,31,4461,1022,Climate
I love this update! #Amazing #Tech #Samsung 302,angry,9,1407,1023,Samsung
I love this update! #Amazing #Tech #Politics 486,happy,968,1518,1024,Politics
Just checking in. #Update #News #Apple 640,neutral,401,1554,1025,Apple
Scary news coming out. #Fear #Alert #Tesla 483,angry,36,4272,1026,Tesla
Best purchase ever. #Recommended #LoveIt #Samsung 931,happy,925,1199,1027,Samsung
Finally some good news! #Winning #Happy #Samsung 480,angry,23,3792,1028,Samsung
This feature is a game changer. #Innovation #Future #Climate 708,happy,1246,511,1029,Climate
Link in bio. #Link #Profile #Politics 191,angry,24,3805,1030,Politics
This is terrible service. #Fail #Angry #Samsung 724,angry,325,825,1031,Samsung
Is my data safe? #Privacy #Hack #Crypto 738,angry,11,2965,1032,Crypto
Best purchase ever. #Recommended #LoveIt #Samsung 754,happy,319,829,1033,Samsung
Is my data safe? #Privacy #Hack #Samsung 390,fear,1551,127,1034,Samsung
Unacceptable behavior. #Boycott #Mad #Politics 778,angry,1254,620,1035,Politics
Market is crashing! #Panic #Crash #Politics 889,fear,1395,153,1036,Politics
Unacceptable behavior. #Boycott #Mad #Crypto 913,angry,127,1826,1037,Crypto
Worst experience ever. #Scam #Refund #Tesla 808,angry,410,1875,1038,Tesla
Unacceptable behavior. #Boycott #Mad #Crypto 468,angry,4,2555,1039,Crypto
Scary news coming out. #Fear #Alert #Tesla 884,fear,1410,1804,1040,Tesla
Best purchase ever. #Recommended #LoveIt #Samsung 528,angry,27,1354,1041,Samsung
Is my data safe? #Privacy #Hack #Apple 21,fear,915,1864,1042,Apple
Worst experience ever. #Scam #Refund #Tesla 169,angry,431,821,1043,Tesla
Best purchase ever. #Recommended #LoveIt #Politics 93,happy,1673,1617,1044,Politics
Unacceptable behavior. #Boycott #Mad #Climate 377,angry,1172,139,1045,Climate
I hate this bug! #Broken #FixIt #Climate 879,angry,1366,432,1046,Climate
Market is crashing! #Panic #Crash #Tesla 532,fear,11,3580,1047,Tesla
What do you think? #Question #Poll #Politics 885,neutral,767,1888,1048,Politics
Link in bio. #Link #Profile #Crypto 384,neutral,1366,268,1049,Crypto
Link in bio. #Link #Profile #Climate 22,neutral,760,1595,1050,Climate
Link in bio. #Link #Profile #Crypto 516,neutral,1313,1578,1051,Crypto
I am worried about the future. #Uncertainty #Risk #Apple 242,angry,33,1532,1052,Apple
What do you think? #Question #Poll #Climate 922,neutral,1374,863,1053,Climate
This is terrible service. #Fail #Angry #Samsung 296,angry,49,2430,1054,Samsung
What do you think? #Question #Poll #Apple 850,neutral,1650,818,1055,Apple
This feature is a game changer. #Innovation #Future #Tesla 292,happy,366,933,1056,Tesla
Market is crashing! #Panic #Crash #Samsung 208,fear,43,4842,1057,Samsung
Is my data safe? #Privacy #Hack #Apple 348,fear,429,1741,1058,Apple
Scary news coming out. #Fear #Alert #Samsung 131,fear,1678,161,1059,Samsung
Best purchase ever. #Recommended #LoveIt #Crypto 48,happy,428,1678,1060,Crypto
I am worried about the future. #Uncertainty #Risk #Crypto 819,fear,331,966,1061,Crypto
I love this update! #Amazing #Tech #Climate 727,happy,10,4993,1062,Climate
Just checking in. #Update #News #Crypto 241,angry,9,3800,1063,Crypto
This feature is a game changer. #Innovation #Future #Samsung 824,happy,173,352,1064,Samsung
Best purchase ever. #Recommended #LoveIt #Tesla 195,happy,1440,1201,1065,Tesla
Is my data safe? #Privacy #Hack #Samsung 856,angry,36,3572,1066,Samsung
I am worried about the future. #Uncertainty #Risk #Tesla 894,fear,509,1933,1067,Tesla
I love this update! #Amazing #Tech #Climate 657,happy,1561,226,1068,Climate
Is my data safe? #Privacy #Hack #Tesla 924,fear,1558,815,1069,Tesla
Worst experience ever. #Scam #Refund #Apple 578,angry,182,968,1070,Apple
Just checking in. #Update #News #Tesla 857,angry,15,2115,1071,Tesla
What do you think? #Question #Poll #Tesla 448,neutral,1840,620,1072,Tesla
Unacceptable behavior. #Boycott #Mad #Climate 733,angry,1222,1984,1073,Climate
This feature is a game changer. #Innovation #Future #Samsung 982,happy,409,374,1074,Samsung
Scary news coming out. #Fear #Alert #Crypto 3,fear,1952,390,1075,Crypto
Unacceptable behavior. #Boycott #Mad #Tesla 478,angry,1352,380,1076,Tesla
Market is crashing! #Panic #Crash #Apple 207,angry,7,3012,1077,Apple
What do you think? #Question #Poll #Apple 16,neutral,13,2425,1078,Apple
Best purchase ever. #Recommended #LoveIt #Climate 630,happy,1470,1081,1079,Climate
Finally some good news! #Winning #Happy #Crypto 720,happy,1079,1471,1080,Crypto
I am worried about the future. #Uncertainty #Risk #Climate 405,angry,2,4149,1081,Climate
Just checking in. #Update #News #Politics 170,neutral,292,1871,1082,Politics
I am worried about the future. #Uncertainty #Risk #Apple 702,angry,7,4393,1083,Apple
This is terrible service. #Fail #Angry #Tesla 355,angry,1577,602,1084,Tesla
What do you think? #Question #Poll #Politics 649,neutral,1159,256,1085,Politics
Link in bio. #Link #Profile #Climate 900,neutral,671,1547,1086,Climate
Interesting article. #Read #Info #Crypto 992,angry,43,1841,1087,Crypto
Finally some good news! #Winning #Happy #Samsung 414,happy,1253,407,1088,Samsung
Link in bio. #Link #Profile #Climate 194,angry,2,4979,1089,Climate
Link in bio. #Link #Profile #Climate 932,neutral,1566,1645,1090,Climate
I am worried about the future. #Uncertainty #Risk #Climate 217,fear,634,751,1091,Climate
Link in bio. #Link #Profile #Climate 468,neutral,1954,1992,1092,Climate
I am worried about the future. #Uncertainty #Risk #Politics 709,fear,1008,1839,1093,Politics
Market is crashing! #Panic #Crash #Samsung 181,angry,46,1308,1094,Samsung
I hate this bug! #Broken #FixIt #Tesla 631,angry,955,1326,1095,Tesla
Interesting article. #Read #Info #Politics 32,neutral,1843,1293,1096,Politics
Scary news coming out. #Fear #Alert #Samsung 970,angry,19,1294,1097,Samsung
Scary news coming out. #Fear #Alert #Apple 819,fear,1104,375,1098,Apple
I hate this bug! #Broken #FixIt #Climate 337,angry,43,4249,1099,Climate
Link in bio. #Link #Profile #Tesla 803,neutral,1137,937,1100,Tesla
This is terrible service. #Fail #Angry #Crypto 849,angry,338,807,1101,Crypto
Link in bio. #Link #Profile #Tesla 207,neutral,173,159,1102,Tesla
Worst experience ever. #Scam #Refund #Crypto 204,angry,965,718,1103,Crypto
I am worried about the future. #Uncertainty #Risk #Samsung 567,fear,444,116,1104,Samsung
Interesting article. #Read #Info #Politics 486,neutral,371,724,1105,Politics
This is terrible service. #Fail #Angry #Tesla 194,angry,1193,1490,1106,Tesla
I love this update! #Amazing #Tech #Politics 696,happy,190,824,1107,Politics
I hate this bug! #Broken #FixIt #Climate 489,angry,927,376,1108,Climate
I am worried about the future. #Uncertainty #Risk #Politics 215,fear,1986,300,1109,Politics
Scary news coming out. #Fear #Alert #Politics 642,fear,1818,1023,1110,Politics
I am worried about the future. #Uncertainty #Risk #Samsung 558,fear,1389,318,1111,Samsung
I love this update! #Amazing #Tech #Samsung 300,happy,518,311,1112,Samsung
I am worried about the future. #Uncertainty #Risk #Apple 978,fear,1884,1834,1113,Apple
What do you think? #Question #Poll #Crypto 987,neutral,30,4923,1114,Crypto
Unacceptable behavior. #Boycott #Mad #Climate 967,angry,1613,1165,1115,Climate
Finally some good news! #Winning #Happy #Politics 994,happy,929,1691,1116,Politics
This feature is a game changer. #Innovation #Future #Tesla 659,happy,962,561,1117,Tesla
This is terrible service. #Fail #Angry #Crypto 697,angry,1168,152,1118,Crypto
This feature is a game changer. #Innovation #Future #Tesla 485,happy,175,1148,1119,Tesla
I am worried about the future. #Uncertainty #Risk #Apple 994,fear,1222,1677,1120,Apple
I love this update! #Amazing #Tech #Climate 387,angry,23,1349,1121,Climate
I am worried about the future. #Uncertainty #Risk #Crypto 672,angry,24,2969,1122,Crypto
Market is crashing! #Panic #Crash #Crypto 155,fear,401,1022,1123,Crypto
Unacceptable behavior. #Boycott #Mad #Crypto 55,angry,1805,157,1124,Crypto
What do you think? #Question #Poll #Climate 606,neutral,11,4236,1125,Climate
I am worried about the future. #Uncertainty #Risk #Crypto 320,fear,1937,386,1126,Crypto
Scary news coming out. #Fear #Alert #Climate 119,angry,34,3671,1127,Climate
Link in bio. #Link #Profile #Climate 306,neutral,754,457,1128,Climate
Market is crashing! #Panic #Crash #Crypto 752,angry,9,2165,1129,Crypto
This is terrible service. #Fail #Angry #Crypto 628,angry,8,2630,1130,Crypto
This is terrible service. #Fail #Angry #Politics 237,angry,980,1149,1131,Politics
Finally some good news! #Winning #Happy #Politics 896,happy,848,304,1132,Politics
Finally some good news! #Winning #Happy #Climate 13,happy,765,1641,1133,Climate
What do you think? #Question #Poll #Politics 282,neutral,1891,1941,1134,Politics
I love this update! #Amazing #Tech #Crypto 801,happy,1043,1780,1135,Crypto
Is my data safe? #Privacy #Hack #Climate 243,fear,1803,976,1136,Climate
This is terrible service. #Fail #Angry #Politics 948,angry,617,390,1137,Politics
This is terrible service. #Fail #Angry #Politics 451,angry,1039,1741,1138,Politics
Unacceptable behavior. #Boycott #Mad #Tesla 93,angry,24,3810,1139,Tesla
This is terrible service. #Fail #Angry #Samsung 483,angry,12,3354,1140,Samsung
Market is crashing! #Panic #Crash #Tesla 279,angry,50,2029,1141,Tesla
Interesting article. #Read #Info #Crypto 2,angry,41,2038,1142,Crypto
I love this update! #Amazing #Tech #Crypto 497,happy,893,198,1143,Crypto
Finally some good news! #Winning #Happy #Apple 965,happy,581,1860,1144,Apple
Unacceptable behavior. #Boycott #Mad #Politics 596,angry,937,181,1145,Politics
This feature is a game changer. #Innovation #Future #Tesla 62,happy,288,492,1146,Tesla
I am worried about the future. #Uncertainty #Risk #Tesla 960,fear,1808,1114,1147,Tesla
Link in bio. #Link #Profile #Crypto 276,neutral,696,1533,1148,Crypto
This feature is a game changer. #Innovation #Future #Tesla 239,happy,884,1708,1149,Tesla
This feature is a game changer. #Innovation #Future #Apple 781,angry,11,3391,1150,Apple
I am worried about the future. #Uncertainty #Risk #Climate 559,fear,155,595,1151,Climate
This feature is a game changer. #Innovation #Future #Apple 603,happy,1256,966,1152,Apple
Just checking in. #Update #News #Crypto 247,neutral,1392,532,1153,Crypto
Finally some good news! #Winning #Happy #Samsung 350,happy,1552,1571,1154,Samsung
I am worried about the future. #Uncertainty #Risk #Tesla 497,fear,1440,1542,1155,Tesla
I am worried about the future. #Uncertainty #Risk #Crypto 945,fear,131,1881,1156,Crypto
Scary news coming out. #Fear #Alert #Apple 818,fear,1901,1591,1157,Apple
Unacceptable behavior. #Boycott #Mad #Climate 65,angry,1,3087,1158,Climate
I hate this bug! #Broken #FixIt #Tesla 897,angry,1862,331,1159,Tesla
This feature is a game changer. #Innovation #Future #Tesla 210,happy,598,943,1160,Tesla
Link in bio. #Link #Profile #Climate 413,angry,46,4762,1161,Climate
I love this update! #Amazing #Tech #Apple 851,happy,785,1484,1162,Apple
What do you think? #Question #Poll #Tesla 937,angry,17,2583,1163,Tesla
Link in bio. #Link #Profile #Apple 539,angry,19,3675,1164,Apple
Scary news coming out. #Fear #Alert #Climate 783,fear,1026,1787,1165,Climate
I hate this bug! #Broken #FixIt #Tesla 641,angry,1011,1855,1166,Tesla
Best purchase ever. #Recommended #LoveIt #Apple 917,happy,586,1385,1167,Apple
Scary news coming out. #Fear #Alert #Apple 545,fear,1539,1487,1168,Apple
Unacceptable behavior. #Boycott #Mad #Apple 490,angry,1841,276,1169,Apple
Unacceptable behavior. #Boycott #Mad #Samsung 771,angry,118,1417,1170,Samsung
Is my data safe? #Privacy #Hack #Tesla 862,fear,37,1653,1171,Tesla
Market is crashing! #Panic #Crash #Politics 771,fear,726,1317,1172,Politics
Just checking in. #Update #News #Apple 953,neutral,1605,1471,1173,Apple
Worst experience ever. #Scam #Refund #Crypto 57,angry,798,864,1174,Crypto
What do you think? #Question #Poll #Crypto 976,neutral,29,4645,1175,Crypto
Worst experience ever. #Scam #Refund #Politics 900,angry,758,995,1176,Politics
Best purchase ever. #Recommended #LoveIt #Climate 287,happy,121,536,1177,Climate
Interesting article. #Read #Info #Crypto 395,neutral,1498,1916,1178,Crypto
What do you think? #Question #Poll #Apple 390,neutral,1934,546,1179,Apple
Scary news coming out. #Fear #Alert #Tesla 914,fear,529,1434,1180,Tesla
Unacceptable behavior. #Boycott #Mad #Politics 473,angry,47,4835,1181,Politics
Interesting article. #Read #Info #Samsung 869,neutral,708,1532,1182,Samsung
Scary news coming out. #Fear #Alert #Tesla 891,fear,1439,1249,1183,Tesla
Finally some good news! #Winning #Happy #Politics 376,angry,17,2861,1184,Politics
Interesting article. #Read #Info #Tesla 563,neutral,1096,1230,1185,Tesla
Worst experience ever. #Scam #Refund #Samsung 434,angry,36,2150,1186,Samsung
Finally some good news! #Winning #Happy #Samsung 996,angry,50,4118,1187,Samsung
Interesting article. #Read #Info #Climate 377,angry,24,3095,1188,Climate
I am worried about the future. #Uncertainty #Risk #Crypto 38,fear,366,1920,1189,Crypto
Just checking in. #Update #News #Politics 38,neutral,1854,1909,1190,Politics
Unacceptable behavior. #Boycott #Mad #Apple 570,angry,7,1642,1191,Apple
Just checking in. #Update #News #Climate 772,angry,8,2655,1192,Climate
I hate this bug! #Broken #FixIt #Samsung 812,angry,600,448,1193,Samsung
Just checking in. #Update #News #Climate 987,neutral,9,2172,1194,Climate
What do you think? #Question #Poll #Apple 322,neutral,133,1609,1195,Apple
